id,slug,name,url,tags,supportedNetworks
tlx,tlx,TLX,https://tlx.fi/,,optimism
tmrnews,tmrnews,TMR.NEWS,https://tmr.news/,gaming,base
tofuNFT,tofuNFT,tofuNFT,https://tofunft.com/,,arbitrum
Tokamak-Network,Tokamak-Network,Tokamak Network,https://tokamak.network/,,ethereum
tokan-exchange,tokan-exchange,Tokan Exchange,https://www.tokan.exchange/,,scroll
tokemak,tokemak,Tokemak,https://www.tokemak.xyz/,liquidity-pool,ethereum
token-bound,token-bound,TokenBound,https://tokenbound.org/,infrastructure,ethereum
token-bridge,token-bridge,TokenBridge,https://docs.tokenbridge.net/,bridge,ethereum
tokenfi,tokenfi,TokenFi,https://tokenfi.com/,,ethereum
tokenlon,tokenlon,Tokenlon,https://tokenlon.im/,asset-management,ethereum
token_multisender,token_multisender,Token MultiSender,https://twitter.com/multi_sender,,base
tokens,tokens,Tokens,https://ethereum.org/,infrastructure,
tokensets,tokensets,TokenSets,https://www.tokensets.com/,asset-management,"ethereum, optimism, avalanche"
tokepad,tokepad,Tokepad,https://tokepad.xyz/,,base
tokiemon,tokiemon,Tokiemon,https://app.tokiemon.io/,,base
tomb,tomb,Tomb Finance,https://tomb.finance/,asset-management,fantom
topia,topia,Topia,https://www.topia.gg/,,ethereum
tornado-cash,tornado-cash,Tornado Cash,https://tornado.cash/,infrastructure,ethereum
Torus,Torus,Torus,https://torus.farm/,,base
toucan,toucan,Toucan,https://toucan.earth/,,"polygon, base"
toupee-tech,toupee-tech,toupee.tech,https://www.toupee.tech/,,base
town-story-galaxy,town-story-galaxy,Town Story,https://townstory.io/,,linea
trader-joe,trader-joe,Trader Joe,https://traderjoexyz.com/,liquidity-pool,"arbitrum, avalanche"
trader-joe-v2,trader-joe-v2,Trader Joe V2,https://traderjoexyz.com/,liquidity-pool,"avalanche, arbitrum"
tranchess,tranchess,Tranchess,https://tranchess.com/,,"ethereum, scroll"
transit-finance,transit-finance,Transit Finance,https://www.transit.finance/,"decentralized-exchange, bridge","ethereum, arbitrum"
treasure,treasure,Treasure,https://app.treasure.lol/,gaming,arbitrum
trenches,trenches,trenches,https://trenches.gg/,,zero
trisolaris,trisolaris,Trisolaris,https://www.trisolaris.io,liquidity-pool,
trueblocks,trueblocks,TrueBlocks,https://trueblocks.io/,,ethereum
truefi,truefi,TrueFi,https://truefi.io/,lending,ethereum
trufin-protocol,trufin-protocol,TruFin Protocol,https://www.trufin.io/,,ethereum
truflation,truflation,Truflation,https://truflation.com/,,ethereum
trugly,trugly,Trugly,https://www.trugly.meme/,,base
TTCasino,TTCasino,TTCasino,https://ttcasino.io/,,ethereum
tulip-art,tulip-art,TulipArt,https://tulipart.com/,nft-marketplace,ethereum
turkeys,turkeys,Turkeys,https://www.turkeys.io/,gaming,ethereum
txn,txn,TXN,https://txncrypto.com/app,decentralized-exchange,ethereum
ubeswap,ubeswap,Ubeswap,https://ubeswap.org/,liquidity-pool,celo
ultimatechampions,ultimatechampions,Ultimate Champions,https://x.com/UltiChamps,gaming,base
umami-finance,umami-finance,Umami Finance,https://umami.finance/,"fund-manager, asset-management","avalanche, arbitrum"
Umbra,Umbra,Umbra,https://app.umbra.cash/,,"ethereum, arbitrum, optimism"
umbrella-network,umbrella-network,Umbrella Network,https://www.umb.network/,infrastructure,base
umee,umee,Umee,https://umee.cc/,lending,ethereum
unagii,unagii,Unagii,https://www.unagii.com/,yield-aggregator,ethereum
unknown-app,unknown-app,Uncategorized,,,"scroll, blast, fantom, binance-smart-chain, ethereum, optimism, arbitrum, mode"
uncx,uncx,UNCX,https://uncx.network/,infrastructure,"binance-smart-chain, avalanche, arbitrum, polygon, ethereum, base"
unibot,unibot,Unibot,https://unibot.app/,decentralized-exchange,ethereum
unibtc,unibtc,uniBTC,https://www.unibtc.ai/,"decentralized-exchange, cross-chain",optimism
unidex,unidex,UniDex,https://twitter.com/UniDexFinance,perpetuals-exchange,optimism
union,union,Union Finance,https://union.finance/,"collateralized-debt-position, infrastructure","ethereum, optimism, arbitrum"
unipilot,unipilot,Unipilot,https://unipilot.io/,asset-management,"ethereum, polygon"
uni-router,uni-router,UniRouter,https://app.unirouter.io/,,b2
unisocks,unisocks,Unisocks,https://socks.uniswap.org/,decentralized-exchange,ethereum
uniswap-v1,uniswap-v1,Uniswap,https://uniswap.org/,decentralized-exchange,"polygon, blast, celo, base, ethereum, arbitrum, zora, worldchain, optimism"
uniswap-nft-aggregator,uniswap-nft-aggregator,Uniswap NFT Marketplace,https://app.uniswap.org/#/nfts,nft-marketplace,
uniswap-v2,uniswap-v2,Uniswap V2,https://uniswap.org/,liquidity-pool,"base, arbitrum, ethereum, polygon, avalanche, blast, zora, binance-smart-chain, morph, optimism"
uniswap-v3,uniswap-v3,Uniswap V3,https://uniswap.org/,liquidity-pool,"avalanche, zksync, binance-smart-chain, arbitrum, optimism, mantle, celo, blast, base, polygon, zora, worldchain, moonbeam, ethereum"
uniswapx,uniswapx,UniswapX,https://app.uniswap.org/#/swap,decentralized-exchange,ethereum
unitus,unitus,Unitus,https://unitus.finance/#/,lending,"ethereum, arbitrum, optimism"
universe,universe,Universe,https://universe.xyz/,nft-marketplace,ethereum
unlockd-finance,unlockd-finance,Unlockd Finance,https://www.unlockd.finance/,liquidity-pool,ethereum
Unlonely,Unlonely,Unlonely,https://www.unlonely.app/,,base
unsheth,unsheth,unshETH,https://unsheth.xyz/,"farming, yield-aggregator","ethereum, arbitrum, binance-smart-chain"
unstoppable,unstoppable,Unstoppable,https://glp.unstoppablefinance.org/,decentralized-exchange,"ethereum, arbitrum"
upstreet,upstreet,Upstreet,https://upstreet.ai/,,ethereum
urbit,urbit,Urbit,https://urbit.org/,infrastructure,ethereum
usvd-money,usvd-money,USDV.Money,https://usdv.money/,,"ethereum, arbitrum"
usual,usual,Usual,https://usual.money/,stablecoin,ethereum
uwu-lend,uwu-lend,UwU Lend,https://app.uwulend.fi/,lending,ethereum
vader,vader,Vader,https://www.vaderprotocol.org/,elastic-finance,ethereum
valhalla,valhalla,Valhalla,https://joinvalhalla.com/,,ethereum
vanar,vanar,Vanar,https://vanarchain.com/?lang=en,,ethereum
vapordex,vapordex,VaporDEX,https://www.vapordex.io/,,avalanche
vaporwave-finance,vaporwave-finance,Vaporwave Finance,https://www.vaporwave.farm,yield-aggregator,
vault-craft,vault-craft,VaultCraft,https://vaultcraft.io/,yield-aggregator,"arbitrum, ethereum"
Vaultka,Vaultka,Vaultka,https://www.vaultka.com/,,arbitrum
vector-finance,vector-finance,Vector Finance,https://vectorfinance.io/,yield-aggregator,"avalanche, ethereum"
vector-reserve,vector-reserve,Vector Reserve,https://www.vectorreserve.com/,liquid-staking,ethereum
vega-protocol,vega-protocol,Vega Protocol,https://vegaprotocol.eth.limo/#/markets/e63a37edae8b74599d976f5dedbf3316af82579447f7a08ae0495a021fd44d13,,ethereum
vela,vela,Vela,https://www.vela.exchange/,"decentralized-exchange, farming","arbitrum, base"
velocimeter,velocimeter,Velocimeter,https://www.velocimeter.xyz/,decentralized-exchange,"base, fantom"
velodrome,velodrome,Velodrome,https://velodrome.finance/,"decentralized-exchange, liquidity-pool",optimism
velodrome-v2,velodrome-v2,Velodrome V2,https://velodrome.finance/,decentralized-exchange,"mode, optimism"
vendor-finance,vendor-finance,Vendor Finance,https://vendor.finance/borrow,lending,"base, ethereum, arbitrum"
venus,venus,Venus,https://venus.io/,lending,"binance-smart-chain, ethereum"
verasity,verasity,Verasity,https://verasity.io/,,ethereum
verse,verse,Verse,https://verse.bitcoin.com/,"farming, liquidity-pool","polygon, ethereum"
verse-payments,verse-payments,Verse Payments,https://verse.me/en/,payments,ethereum
Vertex,Vertex,Vertex,https://vertexprotocol.com/,,arbitrum
vesper,vesper,Vesper,https://vesper.finance/,yield-aggregator,"optimism, ethereum"
vessel,vessel,Vessel,https://vessel.finance/,,
vesta-finance,vesta-finance,Vesta Finance,https://vestafinance.xyz/,lending,arbitrum
vibe,vibe,Vibe,https://www.vibe.xyz/,nft-marketplace,ethereum
Victoria-VR,Victoria-VR,Victoria VR,https://www.victoriavr.com/,,ethereum
Virus-World,Virus-World,Virus World,https://virusworld.org/,,arbitrum
visor,visor,Visor,https://www.visor.finance/,fund-manager,ethereum
vmpx,vmpx,VMPX,https://vmpx.io/,bridge,ethereum
volboost,volboost,VolBoost,https://volboost.com/,,"binance-smart-chain, ethereum, base"
VOLTICHANGE,VOLTICHANGE,VOLTICHANGE,https://voltichange.net/,,ethereum
votium,votium,Votium,https://votium.app,farming,ethereum
wagma-games,wagma-games,WAGMI Games,https://wagmigame.io/,gaming,ethereum
wall-st-memes,wall-st-memes,Wall Stree Memes,https://wallstmemes.com/en,,ethereum
wand-finance,wand-finance,Wand Finance,https://wand.fi/,,"scroll, blast"
wanabet,wanabet,WannaBet,https://wannabet.cc/,,base
warden,warden,Warden,https://www.wardenswap.com/,,
warpcast,warpcast,Warpcast,https://warpcast.com/,,base
wasabi,wasabi,Wasabi,https://www.wasabi.xyz/,,"ethereum, blast"
wault-finance,wault-finance,Wault Finance,https://wault.finance,,binance-smart-chain
wayfinder,wayfinder,Wayfinder,https://x.com/AIWayfinder,,"ethereum, base"
wdym,wdym,wdym,https://www.wdym.wtf/account/login,,base
web3war,web3war,web3war,https://www.w3w.game/,gaming,ethereum
well3,well3,WELL3,https://twitter.com/well3official,,ethereum
wepiggy,wepiggy,WePiggy,https://wepiggy.com/,lending,arbitrum
whale-game,whale-game,Whale Game,https://whalegame.xyz/,gaming,ethereum
whiteheart,whiteheart,WhiteHeart,,,ethereum
whop-payments,whop-payments,Whop Marketplace,https://whop.com/,payments,ethereum
WILD-BASE,WILD-BASE,WILD BASE,https://wildbase.farm/,,base
wild-xyz,wild-xyz,Wildxyz,https://wild.xyz/,nft-marketplace,ethereum
winr,winr,WINR,https://winr.games/,,arbitrum
wolf-game,wolf-game,Wolf Game,https://wolf.game,gaming,ethereum
wombat-exchange,wombat-exchange,Wombat Exchange,https://wombat.exchange/,decentralized-exchange,"optimism, arbitrum, ethereum, binance-smart-chain"
wonderland,wonderland,Wonderland,https://www.wonderland.money/,elastic-finance,"fantom, avalanche"
woofi,woofi,WOOFi,https://woo.org/,decentralized-exchange,"avalanche, binance-smart-chain, base, polygon, zksync, arbitrum, optimism"
words-art,words-art,words.art,words.art,,base
world-art,world-art,World Art,https://world-art-eta.vercel.app,,worldchain
Worldcoin,Worldcoin,Worldcoin,https://worldcoin.org/,,"optimism, ethereum"
worldpvp,worldpvp,World PvP,,,base
wormhole,wormhole,Wormhole,https://wormhole.com/,bridge,"ethereum, optimism, base, arbitrum"
wow,wow,wow,https://wow.xyz/,,base
x2y2,x2y2,X2Y2,https://x2y2.io/,nft-marketplace,ethereum
xdao,xdao,XDAO,https://www.xdao.app/,infrastructure,optimism
xdefi,xdefi,XDEFI,https://www.xdefi.io/,,ethereum
Xena-Finance,Xena-Finance,Xena Finance,https://xena.finance/,,base
xen,xen,XEN Crypto,faircrypto.org,,"base, optimism, ethereum"
xenify,xenify,Xenify,https://twitter.com/xenify_io?lang=en,,arbitrum
x-nouns,x-nouns,XNouns,https://xnouns.xyz/,nft-marketplace,ethereum
xpet,xpet,xPET,https://www.xpet.tech/,gaming,arbitrum
xrp-20,xrp-20,XRP20,https://xrp20coin.com/,,ethereum
xswap,xswap,XSwap,https://xswap.link/,"bridge, decentralized-exchange","arbitrum, base"
x-winner,x-winner,X WINNER,https://xwinner.app/,,arbitrum
XY-Finance,XY-Finance,XY Finance,https://app.xy.finance/,,"base, arbitrum, optimism"
y2k-finance,y2k-finance,Y2k Finance,https://www.y2k.finance/,,arbitrum
yamato,yamato,Yamato,https://app.yamato.fi/#/,stablecoin,ethereum
yaxis,yaxis,yAxis,https://www.yaxis.io/,yield-aggregator,ethereum
yay,yay,Yay!,https://portal.yay.space/stake,,ethereum
yearn,yearn,Yearn,https://yearn.finance/,yield-aggregator,"base, ethereum, arbitrum, fantom, optimism, polygon"
yearn-v3,yearn-v3,Yearn V3,https://yearn.finance/,yield-aggregator,"fantom, arbitrum, ethereum"
yetiswap,yetiswap,YetiSwap,https://www.yetiswap.app/,,avalanche
yield-guild-gaming,yield-guild-gaming,Yield Guild Gaming,https://www.yieldguild.io/,gaming,ethereum
yieldification,yieldification,yieldification,https://yieldification.com/,,arbitrum
yield-nest,yield-nest,Yield Nest,https://www.yieldnest.finance/,,ethereum
yield-protocol,yield-protocol,Yield Protocol,https://app.yieldprotocol.com/,"bonds, collateralized-debt-position, lending, liquidity-pool","arbitrum, ethereum"
yield-yak,yield-yak,Yield Yak,https://yieldyak.com/,"yield-aggregator, farming","arbitrum, avalanche"
ylide,ylide,Ylide,https://ylide.io/,,optimism
yoga-petz,yoga-petz,Yogapetz,https://yogapetz.com/,,ethereum
yolo-games,yolo-games,YOLO GAMES,https://yologames.io/,,blast
yoyo,yoyo,Yoyo,https://www.yoyo.meme/,,base
yup,yup,Yup,https://yup.io/,,base
zapper,zapper,Zapper,https://www.zapper.xyz,,polygon
zeno-exchange,zeno-exchange,Zeno Exchange,https://zeno.exchange,,
zenolend,zenolend,ZenoLend,https://www.zeno.finance/,,apechain
zentry,zentry,Zentry,https://zentry.com/,,ethereum
zerion,zerion,Zerion,https://zerion.io/,,"arbitrum, optimism"
zero-lend,zero-lend,ZeroLend,https://zerolend.xyz/,lending,"zksync, linea, blast, ethereum"
zharta,zharta,Zharta,https://www.zharta.io/,nft-lending,ethereum
zip-swap,zip-swap,ZipSwap,https://zipswap.fi/,decentralized-exchange,optimism
zircuit,zircuit,Zircuit,https://www.zircuit.com/,,"ethereum, mantle"
zkasino,zkasino,ZKasino,https://play.zkasino.io/,,arbitrum
zkbob,zkbob,zkBob,https://www.zkbob.com/,,optimism
ZKEX,ZKEX,ZKEX,https://zkex.com/,,base
zkfair,zkfair,ZKFair,https://zkfair.io/,,ethereum
zk-link,zk-link,zkLink,https://zk.link/,cross-chain,"arbitrum, optimism, ethereum"
zkme,zkme,zkMe,https://zk.me/,,base
zk-swap-finance,zk-swap-finance,zkSwap Finance,https://zkswap.finance/,,zksync
zksync-bridge,zksync-bridge,zkSync Bridge,https://portal.zksync.io/bridge/,bridge,ethereum
zksync-era,zksync-era,zkSync Era,https://zksync.io/,infrastructure,ethereum
zora,zora,Zora,https://zora.co/,nft-marketplace,"ethereum, blast, optimism, zora, base, arbitrum"
zprotocol,zprotocol,Z Protocol,https://www.zprotocol.xyz/,,scroll
zunami,zunami,Zunami Protocol,https://app.zunami.io/,"staking, stablecoin",ethereum
zyberswap,zyberswap,Zyberswap,https://app.zyberswap.io/,"liquidity-pool, decentralized-exchange",arbitrum
